BRIN;VESTNR;naam;plaats;SCHOOLJAAR_2013;TOETS_2013;VERSIE_BL_2013;VERSIE_RW_2013;N_AFN_2013;N_AFN_2013_rw;N_DLN_2013;N_DLN_2013_rw;SCORE_2013;SCORE_2013_rw;SCHOOLJAAR_2012;TOETS_2012;VERSIE_BL_2012;VERSIE_RW_2012;N_AFN_2012;N_AFN_2012_rw;N_DLN_2012;N_DLN_2012_rw;SCORE_2012;SCORE_2012_rw;SCHOOLJAAR_2011;TOETS_2011;VERSIE_BL_2011;VERSIE_RW_2011;N_AFN_2011;N_AFN_2011_rw;N_DLN_2011;N_DLN_2011_rw;SCORE_2011;SCORE_2011_rw;DE_special_SCORE_2012;DE_special_SCORE_2012_rw;DE_SPECIAL_SCORE_2011;DE_SPECIAL_SCORE_2011_rw;status;gew03;gew12;ARUBA;DEMOLUKSEEILANDEN;GIEKENLAND;ITALIE;KAAPVERDIE;MAROKKO;NEDERLANDSEANTILLEN;NIETENGELSTALIGEN;PORTUGAL;SPANJE;SURINAME;TUNESIE;TURKIJE;VLUCHTELINGEN;VMLJOEGOSLAVIE;deelnaamper;waretoets;PRE_1;RES_1;verwacht;toegevoegd;waretoets1
21QE;0,00;OBS Woutertje Pieterse;Leiden;2013,00;cito;;;38,00;;39,00;;540,60;;2012,00;cito;;;38,00;;38,00;;540,50;;2011,00;cito;;;45,00;;45,00;;539,90;;;;;;7,61;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;1,7%;0,0%;2,3%;0,0%;0,6%;2,3%;0,0%;0,0%;0,0%;0,6%;100,00;1,55;0,63;0,92;536,57;3,76;540,33
21QF;0,00;gbs De Fakkel;Almelo;2013,00;cito;;;17,00;;17,00;;534,60;;2012,00;seo;;;17,00;;17,00;;0,70;;2011,00;seo;;;14,00;;14,00;;0,24;;;;;;1,94;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,40;0,57;-0,16;536,31;-0,67;535,64
21QG;0,00;basisschool De Mare;Almelo;2013,00;cito;;;68,00;;68,00;;535,50;;2012,00;cito;;;74,00;;74,00;;538,20;;2011,00;cito;;;74,00;;72,00;;538,10;;;;;;10,99;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,2%;0,3%;0,0%;1,5%;0,2%;0,0%;99,07;0,80;0,55;0,25;536,25;1,01;537,26
21QH;0,00;basisschool De Bonkelaar;Almelo;2013,00;cito;;;67,00;;67,00;;534,50;;2012,00;cito;;;54,00;;53,00;;536,30;;2011,00;cito;;;63,00;;63,00;;534,80;;;;;;-4,92;0,04;0,07;0,0%;0,2%;0,0%;0,0%;0,0%;0,4%;0,4%;2,1%;0,0%;0,0%;0,6%;0,0%;8,4%;0,8%;0,2%;99,46;0,29;0,13;0,16;534,55;0,64;535,18
21QK;0,00;Openbare basisschool Dick Bruna;Waddinxveen;2013,00;cito;;;27,00;;27,00;;538,00;;2012,00;cito;;;27,00;;21,00;;535,10;;2011,00;cito;;;24,00;;20,00;;538,40;;;;;;25,58;0,12;0,04;0,6%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;1,1%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,6%;87,18;0,59;0,25;0,34;535,02;1,38;536,40
21QN;0,00;Basisschool De Akker;Amstelveen;2013,00;cito;;;14,00;;14,00;;531,70;;2012,00;cito;;;11,00;;11,00;;536,90;;2011,00;cito;;;11,00;;11,00;;532,70;;;;;;14,16;0,02;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,05;0,58;-0,63;536,36;-2,54;533,82
21QT;0,00;obs. De Duizendpoot;Stramproy;2013,00;cito;;;17,00;;17,00;;531,70;;2012,00;cito;;;13,00;;13,00;;529,60;;2011,00;cito;;;17,00;;17,00;;531,50;;;;;;22,29;0,03;0,01;0,0%;0,0%;2,0%;0,0%;0,0%;0,0%;0,0%;4,0%;0,0%;0,0%;0,0%;1,0%;4,0%;2,0%;0,0%;100,00;-0,77;0,86;-1,62;537,49;-6,60;530,89
21QU;0,00;c.b.s. De Tol;Zuidlaren;2013,00;cito;;;32,00;;32,00;;536,70;;2012,00;cito;;;34,00;;34,00;;535,60;;2011,00;cito;;;36,00;;34,00;;536,40;;;;;;20,59;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,04;0,51;0,68;-0,16;536,75;-0,66;536,10
21QV;0,00;RK Basisschool De Startbaan;Sassenheim;2013,00;cito;;;38,00;;35,00;;531,80;;2012,00;cito;;;30,00;;30,00;;536,10;;2011,00;cito;;;27,00;;27,00;;536,00;;;;;;24,89;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,84;0,13;0,66;-0,53;536,68;-2,16;534,52
21QZ;0,00;basisschool Frits Bode;Urk;2013,00;SEO;;;41,00;;40,00;;0,26;;2012,00;seo;;;33,00;;33,00;;-0,56;;2011,00;seo;;;35,00;;35,00;;-0,21;;;;;;23,10;0,06;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;99,08;-0,18;0,50;-0,69;536,05;-2,79;533,25
21RD;0,00;Basisschool De Open Kring;Nijkerk Gld;2013,00;cito;;;22,00;;22,00;;540,50;;2012,00;cito;;;30,00;;30,00;;533,30;;2011,00;seo;;;18,00;;18,00;;-0,64;;;;;;19,75;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,25;0,68;-0,43;536,77;-1,74;535,03
21RE;0,00;ATO-basisschool De Overlaet;Rosmalen;2013,00;cito;;;68,00;;68,00;;537,80;;2012,00;cito;;;51,00;;51,00;;537,00;;2011,00;cito;;;47,00;;47,00;;537,30;;;;;;23,32;0,04;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;0,2%;0,0%;0,0%;0,9%;0,0%;0,2%;0,0%;0,0%;100,00;0,82;0,53;0,29;536,16;1,19;537,35
21RF;0,00;R.K. Basisschool De Borch;Rosmalen;2013,00;cito;;;29,00;;29,00;;536,40;;2012,00;cito;;;38,00;;34,00;;538,50;;2011,00;cito_drempel;;;32,00;;32,00;;539,10;;;;;;23,60;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;95,96;1,07;0,65;0,41;536,67;1,68;538,34
21RP;0,00;Basisschool De Tovercirkel;Hoofddorp;2013,00;cito;;;24,00;;22,00;;535,90;;2012,00;cito;;;19,00;;17,00;;537,20;;2011,00;cito;;;21,00;;18,00;;535,10;;;;;;4,31;0,09;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;1,1%;2,3%;0,0%;0,0%;1,7%;0,0%;2,3%;0,0%;0,0%;89,06;0,35;0,12;0,23;534,51;0,93;535,45
21RQ;0,00;obs De Achtbaan;Amersfoort;2013,00;cito;;;34,00;;34,00;;537,20;;2012,00;cito;;;28,00;;28,00;;538,10;;2011,00;cito;;;22,00;;21,00;;538,80;;;;;;15,80;0,02;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;1,2%;0,0%;0,0%;0,8%;0,0%;1,5%;0,0%;0,0%;98,81;0,98;0,51;0,47;536,09;1,89;537,98
21RR;0,00;Pc Basisschool De Regenboog;Hoofddorp;2013,00;cito;;;31,00;;31,00;;536,40;;2012,00;cito;;;25,00;;25,00;;538,50;;2011,00;cito;;;29,00;;28,00;;537,40;;;;;;4,58;0,00;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,4%;0,8%;0,0%;0,0%;2,5%;0,0%;0,4%;0,0%;0,0%;98,82;0,83;0,52;0,31;536,12;1,27;537,39
21RS;0,00;pcbs De Zonnewijzer;Amersfoort;2013,00;cito;;;30,00;;30,00;;538,80;;2012,00;cito;;;26,00;;26,00;;537,10;;2011,00;cito;;;35,00;;33,00;;540,20;;;;;;16,12;0,04;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;97,80;1,12;0,50;0,62;536,04;2,52;538,56
21RT;0,00;rkbs Kameleon;Amersfoort;2013,00;cito;;;51,00;;51,00;;539,50;;2012,00;cito;;;34,00;;33,00;;533,60;;2011,00;cito;;;39,00;;38,00;;535,70;;;;;;16,85;0,02;0,00;0,0%;0,0%;0,0%;0,5%;0,0%;1,0%;0,8%;5,2%;0,3%;0,0%;0,8%;0,3%;3,6%;0,0%;0,3%;98,39;0,51;0,65;-0,14;536,64;-0,57;536,07
21VR;0,00;Montessorischool Weert;Weert;2013,00;cito;;;46,00;;46,00;;537,20;;2012,00;cito;;;51,00;;51,00;;538,90;;2011,00;cito;;;38,00;;38,00;;538,80;;;;;;19,62;0,01;0,00;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,06;0,80;0,26;537,25;1,07;538,33
22FC;0,00;Oec. Basisschool Het Baken;Purmerend;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;37,00;37,00;37,00;37,00;55,70;111,30;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;32,00;32,00;32,00;32,00;;;2011,00;drempel;;;31,00;;31,00;;532,00;;12.5;12.5;;;16,26;0,01;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,28;0,60;-0,89;536,45;-3,60;532,85
22FH;0,00;nbbs De Kosmos;Hoogland;2013,00;cito;;;40,00;;41,00;;540,90;;2012,00;cito;;;45,00;;44,00;;538,20;;2011,00;cito;;;32,00;;31,00;;539,80;;;;;;18,62;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;99,15;1,36;0,67;0,69;536,74;2,81;539,54
22GB;0,00;Basisschool De Regenboog;Bemmel;2013,00;cito;;;38,00;;38,00;;532,40;;2012,00;cito;;;48,00;;48,00;;535,20;;2011,00;cito;;;50,00;;50,00;;537,90;;;;;;23,03;0,00;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,5%;0,0%;0,0%;0,2%;0,0%;0,4%;0,0%;0,0%;100,00;0,30;0,71;-0,41;536,89;-1,66;535,23
22JB;0,00;Basisschool De Veste;Harderwijk;2013,00;cito;;;23,00;;22,00;;535,00;;2012,00;cito;;;20,00;;19,00;;538,10;;2011,00;cito;;;17,00;;17,00;;535,00;;;;;;13,51;0,08;0,05;0,0%;0,0%;0,0%;0,0%;0,0%;1,6%;0,0%;4,8%;0,0%;0,0%;0,0%;1,1%;13,4%;0,0%;0,0%;96,67;0,46;0,13;0,33;534,53;1,34;535,87
22JD;0,00;Basisschool Pieter de Jong, locatie Pythagorasst;Arnhem;2013,00;cito;;;48,00;;48,00;;539,30;;2012,00;cito;;;42,00;;42,00;;538,30;;2011,00;cito;;;41,00;;40,00;;538,10;;;;;;-1,65;0,04;0,01;0,3%;0,0%;0,0%;0,3%;0,0%;2,2%;1,3%;7,0%;0,0%;0,4%;2,8%;0,0%;3,1%;0,0%;0,7%;99,24;1,10;0,39;0,71;535,59;2,91;538,50
22JD;1,00;Basisschool Pieter de Jong, locatie Kempenaer;Arnhem;2013,00;cito;;;48,00;;48,00;;531,80;;2012,00;cito;;;53,00;;53,00;;535,00;;2011,00;cito;;;66,00;;66,00;;532,30;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,23;;;;;533,06
22JE;0,00;Lea Dasbergschool;Arnhem;2013,00;cito;;;20,00;;19,00;;530,10;;2012,00;cito;;;23,00;;62,00;;533,00;;2011,00;cito;;;19,00;;65,00;;535,40;;;;;;-1,86;0,07;0,04;0,4%;0,2%;0,6%;0,4%;0,0%;4,0%;0,4%;9,2%;0,0%;0,0%;3,3%;0,0%;9,4%;4,0%;0,6%;100,00;-0,27;0,23;-0,50;534,94;-2,05;532,89
22JE;1,00;Lea Dasbergschool;Arnhem;2013,00;cito;;;51,00;;51,00;;531,70;;2012,00;cito;;;62,00;;62,00;;533,00;;2011,00;;;;-1,00;;-1,00;;;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,37;;;;;532,51
22JG;0,00;De Octopus;Zwolle;2013,00;cito;;;28,00;;28,00;;533,60;;2012,00;cito;;;49,00;;46,00;;536,50;;2011,00;cito;;;38,00;;37,00;;538,80;;;;;;26,61;0,03;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,52;0,53;0,64;-0,11;536,62;-0,46;536,16
22JH;0,00;De Richtingwijzer;Zeewolde;2013,00;cito;;;18,00;;18,00;;532,00;;2012,00;cito;;;29,00;;29,00;;530,30;;2011,00;cito;;;24,00;;24,00;;536,30;;;;;;24,83;0,00;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,28;0,74;-1,03;537,03;-4,17;532,86
22JI;0,00;De Kiekendief;Zeewolde;2013,00;cito;;;22,00;;22,00;;537,90;;2012,00;cito;;;25,00;;24,00;;535,80;;2011,00;cito;;;24,00;;24,00;;537,80;;;;;;25,40;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,3%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;98,59;0,75;0,73;0,02;536,98;0,07;537,05
22JJ;0,00;basisschool De Mussenacker;Udenhout;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;32,00;32,00;32,00;32,00;60,30;108,40;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;34,00;34,00;34,00;34,00;;;2011,00;lvs;1998 midden;2009 midden;29,00;29,00;29,00;29,00;61,10;;8.8000000000000007;11.7;;24,10;25,66;0,00;0,00;0,0%;0,7%;0,0%;0,0%;0,0%;2,6%;0,0%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,48;0,77;-0,28;537,13;-1,16;535,98
22JK;0,00;Basisschool De Brinck;Uden;2013,00;cito;;;22,00;;23,00;;536,00;;2012,00;cito;;;26,00;;26,00;;535,30;;2011,00;cito;;;16,00;;16,00;;535,40;;;;;;20,89;0,06;0,09;0,0%;0,0%;0,0%;0,0%;0,0%;2,2%;0,0%;1,6%;0,0%;0,0%;2,2%;0,0%;5,4%;0,0%;0,5%;100,00;0,38;0,27;0,11;535,12;0,43;535,55
22JM;0,00;Openbare basisschool Panta Rhei;Tilburg;2013,00;cito;;;36,00;;31,00;;537,00;;2012,00;cito;;;45,00;;44,00;;535,20;;2011,00;cito;;;42,00;;42,00;;534,90;;;;;;5,38;0,05;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,4%;1,6%;0,0%;0,0%;0,4%;0,0%;1,3%;0,4%;0,0%;95,12;0,34;0,34;0,00;535,38;0,00;535,38
22JO;0,00;Openbare basisschool Aan de Meule;Sittard;2013,00;cito_drempel;;;32,00;;32,00;;536,30;;2012,00;cito;;;27,00;;27,00;;539,00;;2011,00;cito;;;32,00;;29,00;;537,30;;;;;;18,24;0,02;0,02;0,0%;0,0%;0,0%;0,8%;0,0%;1,6%;0,0%;4,7%;0,0%;0,4%;0,0%;0,0%;0,4%;0,0%;0,4%;96,70;0,94;0,74;0,21;537,00;0,84;537,84
22JP;0,00;De Krullevaar openbare jenaplanschool;Sevenum;2013,00;cito;;;9,00;;8,00;;525,60;;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;14,00;14,00;13,00;13,00;;;2011,00;lvs;1998 midden;2009 midden;15,00;15,00;15,00;15,00;49,50;;0;0;;13,30;27,13;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;94,74;-1,66;0,77;-2,44;537,15;-9,91;527,24
22JQ;0,00;Basisschool De Bron;Nunspeet;2013,00;cito;;;29,00;;29,00;;536,30;;2012,00;cito;;;47,00;;45,00;;534,50;;2011,00;cito;;;33,00;;33,00;;530,40;;;;;;24,09;0,09;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,17;-0,11;0,37;-0,48;535,51;-1,96;533,55
22JR;0,00;basisschool De Jutter;Noordwijk Zh;2013,00;cito;;;36,00;;36,00;;538,20;;2012,00;cito;;;24,00;;22,00;;538,90;;2011,00;cito;;;30,00;;30,00;;539,20;;;;;;25,56;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;2,7%;0,0%;3,3%;0,0%;0,0%;1,6%;0,0%;0,0%;1,1%;0,0%;97,78;1,14;0,72;0,42;536,95;1,70;538,65
22JV;0,00;Katholieke basisschool Erasmus;Alkmaar;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;24,00;24,00;24,00;24,00;56,80;112,10;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;44,00;44,00;43,00;41,00;;;2011,00;lvs;1998 midden;2002 midden;33,00;33,00;33,00;33,00;60,50;115,10;16.2;14.6;;;15,38;0,01;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;1,1%;0,4%;2,1%;0,0%;0,4%;0,4%;0,0%;0,0%;0,0%;0,0%;99,01;0,34;0,61;-0,27;536,48;-1,10;535,38
22JY;0,00;Basisschool Jan Bluyssen;Uden;2013,00;cito;;;30,00;;30,00;;539,70;;2012,00;cito;;;23,00;;22,00;;537,40;;2011,00;cito;;;44,00;;44,00;;537,60;;;;;;21,75;0,08;0,05;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,0%;0,0%;0,0%;0,4%;0,0%;1,2%;0,8%;0,0%;98,97;1,01;0,30;0,72;535,22;2,91;538,13
22KA;0,00;cbs Het Baken;Zaandam;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;27,00;27,00;27,00;27,00;53,70;108,60;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;35,00;35,00;35,00;35,00;;;2011,00;lvs;1998 midden;2009 midden;29,00;29,00;29,00;29,00;61,00;;20;14.2;;10,30;-2,59;0,08;0,03;0,0%;0,2%;0,0%;0,0%;0,0%;0,9%;0,0%;1,8%;0,7%;0,2%;3,4%;0,0%;1,8%;0,0%;0,0%;100,00;0,16;0,12;0,04;534,48;0,16;534,64
22KA;1,00;cbs De Westerkim;Zaandam;2013,00;cito;;;25,00;;24,00;;534,60;;2012,00;cito;;;20,00;;19,00;;536,20;;2011,00;cito;;;18,00;;17,00;;533,40;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;95,24;0,11;;;;;534,46
22KB;0,00;rkbs De Rietvink;Zaandam;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;43,00;43,00;43,00;43,00;49,80;106,60;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;44,00;44,00;44,00;44,00;;;2011,00;entree;;;44,00;;40,00;;295,70;;22.7;6.8;;;2,23;0,07;0,01;0,3%;0,0%;0,0%;0,3%;0,3%;0,9%;0,0%;2,5%;0,6%;0,9%;2,2%;0,0%;2,5%;0,0%;0,0%;96,95;-0,97;0,35;-1,33;535,45;-5,40;530,04
22KC;0,00;Openbare basisschool De Graswinkel;Weert;2013,00;cito;;;52,00;;50,00;;535,70;;2012,00;cito;;;68,00;;68,00;;534,20;;2011,00;cito;;;51,00;;47,00;;538,20;;;;;;15,23;0,05;0,03;0,4%;0,0%;0,2%;0,2%;0,0%;2,9%;0,2%;1,6%;0,4%;0,0%;0,0%;0,0%;0,7%;0,0%;0,4%;96,49;0,45;0,50;-0,05;536,03;-0,20;535,82
22KD;0,00;Openbare basisschool 't Palet;Gouda;2013,00;cito;;;48,00;;45,00;;533,90;;2012,00;cito;;;60,00;;58,00;;534,40;;2011,00;cito;;;46,00;;45,00;;537,40;;;;;;-0,81;0,03;0,09;0,0%;0,0%;0,0%;0,2%;0,0%;17,8%;0,0%;2,1%;0,0%;0,0%;1,6%;0,0%;1,1%;0,0%;0,0%;96,10;0,25;0,27;-0,02;535,09;-0,06;535,03
22KE;0,00;C.B.S. Goejanverwelle;Gouda;2013,00;cito;;;87,00;;87,00;;533,30;;2012,00;cito;;;87,00;;86,00;;533,90;;2011,00;cito;;;87,00;;85,00;;532,80;;;;;;2,18;0,03;0,12;0,0%;0,0%;0,2%;0,0%;0,0%;11,6%;0,6%;3,5%;0,2%;0,2%;1,5%;0,0%;1,1%;0,3%;0,2%;98,85;-0,18;0,20;-0,38;534,82;-1,56;533,26
22KF;0,00;RK basisschool 't Carillon;Gouda;2013,00;cito;;;57,00;;57,00;;531,30;;2012,00;cito;;;69,00;;69,00;;534,20;;2011,00;cito;;;70,00;;55,00;;536,90;;;;;;2,73;0,05;0,02;0,0%;0,0%;0,0%;0,2%;0,0%;9,4%;0,4%;1,3%;0,0%;0,4%;3,7%;0,0%;0,0%;0,6%;0,6%;92,35;-0,06;0,40;-0,46;535,65;-1,89;533,76
22KF;2,00;Hoogbegaafdenvoorziening  De Vuurvogel;Gouda;2013,00;cito;;;8,00;;8,00;;547,30;;2012,00;cito;;;13,00;;13,00;;547,30;;2011,00;;;;-1,00;;-1,00;;;;;;;;;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;3,27;;;;;547,30
22KG;0,00;OBS Anne Frank;Leiden;2013,00;cito;;;34,00;;31,00;;535,70;;2012,00;cito;;;45,00;;44,00;;537,60;;2011,00;cito;;;26,00;;26,00;;534,80;;;;;;17,03;0,12;0,02;0,0%;0,0%;0,4%;0,4%;0,0%;0,0%;0,0%;5,5%;0,0%;0,0%;1,2%;0,8%;1,6%;0,0%;0,0%;96,19;0,45;0,29;0,16;535,18;0,65;535,82
22KH;0,00;Openbare basisschool De Schatkist;Eygelshoven;2013,00;cito;;;33,00;;33,00;;534,80;;2012,00;cito;;;34,00;;34,00;;537,40;;2011,00;cito;;;36,00;;33,00;;533,30;;;;;;5,98;0,11;0,02;0,0%;0,0%;0,0%;0,3%;0,0%;0,8%;0,0%;2,4%;0,0%;0,0%;0,3%;0,0%;0,3%;0,3%;0,3%;97,09;0,25;0,20;0,05;534,82;0,19;535,01
22KI;0,00;Basisschool 't Palet;Ede Gld;2013,00;cito;;;11,00;;11,00;;536,40;;2012,00;cito;;;17,00;;16,00;;530,60;;2011,00;cito;;;9,00;;8,00;;534,60;;;;;;-0,73;0,14;0,16;0,0%;0,0%;0,0%;0,0%;0,0%;13,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,2%;3,3%;4,3%;94,59;-0,13;-0,24;0,11;533,02;0,45;533,47
22KJ;0,00;Montessorischool Haaksbergen;Haaksbergen;2013,00;cito;;;17,00;;16,00;;542,60;;2012,00;cito;;;23,00;;23,00;;536,20;;2011,00;;;;-1,00;;-1,00;;;;;;;;23,80;0,00;0,00;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;97,50;1,27;0,94;0,34;537,81;1,37;539,18
22KK;0,00;Openbare basisschool De Lindt;Helmond;2013,00;cito;;;39,00;;39,00;;534,70;;2012,00;cito;;;46,00;;46,00;;538,00;;2011,00;cito;;;43,00;;43,00;;533,30;;;;;;33,02;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,33;0,84;-0,50;537,40;-2,05;535,35
22KL;0,00;p.c.b.s.De Regenboog;Hoogeveen;2013,00;SEO;;;27,00;;27,00;;0,26;;2012,00;seo;;;50,00;;50,00;;-0,28;;2011,00;seo;;;29,00;;29,00;;0,81;;;;;;23,33;0,02;0,00;0,0%;2,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;0,0%;0,0%;100,00;0,24;0,65;-0,41;536,65;-1,66;534,99
22KM;0,00;o.b.s. Het Rastholt;Hoogeveen;2013,00;cito;;;14,00;;13,00;;542,90;;2012,00;cito;;;12,00;;12,00;;532,40;;2011,00;cito;;;17,00;;16,00;;535,00;;;;;;22,40;0,03;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;95,35;0,57;0,57;0,00;536,31;0,00;536,32
22KN;0,00;obs De Brug;Houten;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;7,00;7,00;7,00;7,00;58,50;105,50;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;20,00;20,00;20,00;20,00;;;2011,00;entree;;;20,00;;17,00;;293,60;;35;15;;;23,56;0,02;0,05;0,0%;0,0%;0,0%;0,0%;0,0%;2,9%;0,6%;4,7%;0,0%;0,0%;1,7%;0,0%;0,0%;0,0%;0,0%;93,62;-0,26;0,54;-0,81;536,22;-3,28;532,94
22KO;0,00;O.B.S. De Perroen;Maastricht;2013,00;cito;;;32,00;;32,00;;535,70;;2012,00;cito;;;33,00;;32,00;;538,80;;2011,00;cito;;;23,00;;23,00;;535,70;;;;;;17,84;0,06;0,02;0,0%;0,4%;0,0%;0,0%;0,0%;0,9%;0,0%;1,3%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;98,86;0,66;0,41;0,25;535,69;1,01;536,70
22KP;0,00;Het Spectrum;Almere;2013,00;cito;;;46,00;;46,00;;530,80;;2012,00;cito;;;49,00;;49,00;;533,50;;2011,00;cito;;;57,00;;57,00;;530,60;;;;;;-25,16;0,09;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;4,6%;2,0%;6,9%;0,0%;0,0%;13,3%;0,0%;3,3%;1,5%;0,3%;100,00;-0,58;-0,22;-0,36;533,10;-1,46;531,65
22KS;0,00;Openbare basisschool Den Bussel;Kaatsheuvel;2013,00;cito;;;25,00;;25,00;;531,80;;2012,00;cito;;;24,00;;24,00;;533,30;;2011,00;cito;;;24,00;;24,00;;537,10;;;;;;21,14;0,12;0,05;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,5%;0,0%;3,6%;1,8%;0,9%;100,00;0,03;0,14;-0,12;534,59;-0,48;534,11
