BRIN;VESTNR;naam;plaats;SCHOOLJAAR_2013;TOETS_2013;VERSIE_BL_2013;VERSIE_RW_2013;N_AFN_2013;N_AFN_2013_rw;N_DLN_2013;N_DLN_2013_rw;SCORE_2013;SCORE_2013_rw;SCHOOLJAAR_2012;TOETS_2012;VERSIE_BL_2012;VERSIE_RW_2012;N_AFN_2012;N_AFN_2012_rw;N_DLN_2012;N_DLN_2012_rw;SCORE_2012;SCORE_2012_rw;SCHOOLJAAR_2011;TOETS_2011;VERSIE_BL_2011;VERSIE_RW_2011;N_AFN_2011;N_AFN_2011_rw;N_DLN_2011;N_DLN_2011_rw;SCORE_2011;SCORE_2011_rw;DE_special_SCORE_2012;DE_special_SCORE_2012_rw;DE_SPECIAL_SCORE_2011;DE_SPECIAL_SCORE_2011_rw;status;gew03;gew12;ARUBA;DEMOLUKSEEILANDEN;GIEKENLAND;ITALIE;KAAPVERDIE;MAROKKO;NEDERLANDSEANTILLEN;NIETENGELSTALIGEN;PORTUGAL;SPANJE;SURINAME;TUNESIE;TURKIJE;VLUCHTELINGEN;VMLJOEGOSLAVIE;deelnaamper;waretoets;PRE_1;RES_1;verwacht;toegevoegd;waretoets1
06TX;0,00;nbbs De Kring;Woerden;2013,00;cito;;;25,00;;25,00;;534,40;;2012,00;cito;;;23,00;;24,00;;537,70;;2011,00;cito;;;23,00;;23,00;;536,40;;;;;;15,08;0,05;0,03;0,0%;0,5%;0,0%;0,0%;0,0%;8,2%;1,1%;0,5%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,5%;100,00;0,54;0,42;0,12;535,72;0,49;536,21
06TY;0,00;Brede Basisschool De Fontein;Beuningen Gld;2013,00;cito;;;17,00;;15,00;;530,80;;2012,00;cito;;;23,00;;21,00;;533,00;;2011,00;cito;;;12,00;;12,00;;531,80;;;;;;15,57;0,16;0,13;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,7%;2,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;92,31;-0,63;-0,24;-0,39;533,03;-1,59;531,45
06UB;0,00;Jenaplanschool De Opbouw;Bolsward;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;7,00;7,00;7,00;7,00;58,60;117,60;2012,00;;;;-1,00;;-1,00;;;;2011,00;lvs;1998 midden;2009 midden;18,00;18,00;17,00;17,00;63,90;;0;0;;0,00;11,17;0,09;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,6%;0,0%;0,0%;0,0%;0,0%;1,3%;2,6%;0,0%;96,00;1,06;0,27;0,79;535,10;3,20;538,30
06UC;0,00;vrije school De Zevenster;Oldenzaal;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;7,00;7,00;7,00;7,00;76,60;111,10;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;4,00;4,00;4,00;4,00;;;2011,00;lvs;1998 midden;2002 midden;6,00;6,00;6,00;6,00;64,70;116,70;;;;;10,86;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,53;0,54;0,99;536,21;4,01;540,22
06UD;0,00;nbbs Nieuwe Regentesse;Utrecht;2013,00;cito;;;21,00;;21,00;;539,70;;2012,00;cito;;;27,00;;26,00;;538,60;;2011,00;cito;;;30,00;;29,00;;540,50;;;;;;24,91;0,00;0,01;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;0,5%;0,0%;0,0%;97,44;1,34;0,71;0,62;536,91;2,53;539,44
06UE;0,00;cbs Jorai;Zegveld;2013,00;cito;;;28,00;;25,00;;537,60;;2012,00;cito;;;24,00;;21,00;;540,50;;2011,00;cito;;;22,00;;22,00;;534,40;;;;;;26,70;0,01;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;91,89;0,75;0,76;-0,01;537,10;-0,06;537,04
06UF;0,00;Vrije School De Zwaneridder;Wageningen;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;9,00;9,00;8,00;8,00;63,00;110,60;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;14,00;14,00;14,00;14,00;;;2011,00;lvs;2010 begin;2009 midden;8,00;8,00;8,00;8,00;;;0;0;0,00;0,00;15,57;0,01;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,77;0,76;0,63;0,12;536,58;0,51;537,08
06UG;0,00;basisschool De Driehoek;Griendtsveen;2013,00;cito;;;8,00;;8,00;;537,80;;2012,00;cito;;;7,00;;7,00;;536,90;;2011,00;cito;;;9,00;;9,00;;534,00;;;;;;31,02;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,54;0,73;-0,20;536,99;-0,80;536,19
06UH;0,00;Basisschool Willibrordus;Obbicht;2013,00;cito;;;23,00;;23,00;;539,20;;2012,00;cito;;;17,00;;17,00;;537,00;;2011,00;cito;;;18,00;;18,00;;539,30;;;;;;15,79;0,10;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;1,5%;0,0%;0,7%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,0%;100,00;1,10;0,27;0,83;535,10;3,37;538,47
06UI;0,00;Basisschool De Hoeksteen;Gendringen;2013,00;cito;;;17,00;;17,00;;532,60;;2012,00;cito;;;18,00;;15,00;;535,30;;2011,00;cito;;;10,00;;10,00;;530,30;;;;;;13,84;0,10;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;0,0%;4,1%;0,0%;0,0%;93,33;-0,41;0,23;-0,63;534,93;-2,57;532,36
06UK;0,00;Vrije School Peelland;Helmond;2013,00;drempel;;;24,00;;24,00;;533,30;;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;28,00;28,00;28,00;28,00;;;2011,00;lvs;2010 midden;2009 midden;21,00;21,00;21,00;21,00;;;17.8;10.7;23,80;14,20;-2,55;0,05;0,02;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,31;0,59;-0,90;536,39;-3,66;532,73
06UL;0,00;Basisschool 't Stekske;Langenboom;2013,00;cito;;;34,00;;33,00;;537,80;;2012,00;cito;;;22,00;;22,00;;540,10;;2011,00;cito;;;41,00;;40,00;;532,30;;;;;;25,14;0,05;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,94;0,64;0,58;0,05;536,37;0,22;536,60
06UM;0,00;c.b.s. De Skoalfinne;Warns;2013,00;drempel;;;13,00;;13,00;;538,50;;2012,00;cito;;;5,00;;5,00;;529,30;;2011,00;cito;;;10,00;;10,00;;535,80;;;;;;15,47;0,03;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,15;0,56;-0,41;536,28;-1,66;534,62
06UN;0,00;c.b.s. De Walikker;Oudemirdum;2013,00;drempel;;;15,00;;15,00;;531,70;;2012,00;drempel;;;8,00;;8,00;;536,90;;2011,00;entree;;;8,00;;8,00;;286,50;;;;;;19,44;0,07;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,03;0,45;-0,42;535,84;-1,72;534,12
06UQ;0,00;Leeuwenhartschool;Oud-Beijerland;2013,00;cito;;;12,00;;6,00;;528,40;;2012,00;cito;;;8,00;;7,00;;539,00;;2011,00;lvs;2010 midden;2009 midden;7,00;7,00;6,00;6,00;;;;;0,00;0,00;20,10;0,05;0,00;0,0%;0,0%;0,0%;1,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;70,37;-0,40;0,84;-1,24;537,44;-5,06;532,38
06UR;0,00;Basisschool St. Gertrudis;Jabeek;2013,00;cito;;;11,00;;11,00;;535,00;;2012,00;cito;;;13,00;;13,00;;539,70;;2011,00;cito;;;8,00;;7,00;;528,50;;;;;;26,83;0,01;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;4,2%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;96,88;0,05;0,63;-0,58;536,56;-2,34;534,22
06UT;0,00;Vrije School Mareland;Leiden;2013,00;andere;;;-1,00;;-1,00;;;;2012,00;anders;;;-1,00;;-1,00;;;;2011,00;lvs;1998 midden;2009 midden;43,00;43,00;43,00;43,00;60,80;;;;;18,60;6,17;0,00;0,00;0,0%;0,0%;0,0%;0,3%;0,3%;1,3%;0,0%;2,0%;0,0%;0,0%;2,0%;0,0%;0,3%;0,0%;0,0%;100,00;0,61;0,64;-0,02;536,59;-0,10;536,49
06UW;0,00;basisschool Willem De Zwijger;'s-Gravenhage;2013,00;cito;;;53,00;;53,00;;542,80;;2012,00;cito;;;54,00;;54,00;;540,60;;2011,00;cito;;;53,00;;53,00;;539,40;;;;;;29,66;0,00;0,00;0,0%;0,0%;0,2%;0,7%;0,0%;0,5%;0,0%;0,0%;0,0%;0,5%;2,2%;0,5%;0,2%;0,0%;1,4%;100,00;1,69;1,08;0,61;538,40;2,48;540,88
06UX;0,00;Ds. Koningsberger;Bergentheim;2013,00;cito;;;21,00;;22,00;;534,30;;2012,00;cito;;;35,00;;35,00;;533,10;;2011,00;cito;;;24,00;;24,00;;531,00;;;;;;17,62;0,08;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,9%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;100,00;-0,31;0,37;-0,68;535,52;-2,77;532,75
06UZ;0,00;cbs De Postiljon;Soesterberg;2013,00;cito;;;24,00;;24,00;;533,50;;2012,00;cito;;;22,00;;22,00;;533,50;;2011,00;cito;;;27,00;;18,00;;535,70;;;;;;16,89;0,05;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,0%;0,0%;0,0%;0,5%;0,0%;0,0%;0,0%;0,0%;87,67;-0,12;0,49;-0,61;536,00;-2,46;533,54
06VA;0,00;Basisschool St. Lambertus;Maasbommel;2013,00;cito;;;15,00;;15,00;;536,90;;2012,00;cito;;;11,00;;11,00;;536,70;;2011,00;cito;;;19,00;;19,00;;538,20;;;;;;18,75;0,10;0,03;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,6%;0,0%;100,00;0,80;0,24;0,56;534,97;2,30;537,27
06VC;0,00;St. Bernardus;Oldemarkt;2013,00;cito;;;11,00;;11,00;;535,60;;2012,00;cito;;;14,00;;14,00;;535,10;;2011,00;cito;;;18,00;;17,00;;535,90;;;;;;20,50;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,67;0,34;0,67;-0,33;536,72;-1,33;535,39
06VD;0,00;basisschool De Hoeksteen;Ooltgensplaat;2013,00;cito;;;22,00;;22,00;;536,40;;2012,00;cito;;;25,00;;25,00;;539,10;;2011,00;cito;;;16,00;;16,00;;538,10;;;;;;22,30;0,08;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,96;0,42;0,54;535,73;2,18;537,90
06VF;0,00;St. Aloysius;Olst;2013,00;cito;;;12,00;;12,00;;535,90;;2012,00;cito;;;22,00;;22,00;;535,50;;2011,00;cito;;;6,00;;6,00;;534,70;;;;;;16,17;0,05;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;3,3%;0,0%;0,0%;0,0%;0,0%;0,0%;1,7%;0,0%;100,00;0,33;0,44;-0,11;535,81;-0,47;535,34
06VJ;0,00;Groen van Prinstererschool;Scherpenisse;2013,00;SEO;;;22,00;;22,00;;1,14;;2012,00;seo;;;21,00;;21,00;;0,03;;2011,00;seo;;;20,00;;20,00;;-0,50;;;;;;14,79;0,16;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,20;0,06;0,14;534,24;0,57;534,81
06VL;0,00;Basisschool De Wiekslag;Duiven;2013,00;cito;;;35,00;;35,00;;534,10;;2012,00;cito;;;17,00;;17,00;;534,50;;2011,00;cito;;;24,00;;24,00;;530,20;;;;;;21,20;0,02;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;100,00;-0,27;0,62;-0,89;536,52;-3,62;532,90
06VN;0,00;Jenaplanschool Gorkum;Gorinchem;2013,00;cito;;;27,00;;27,00;;541,00;;2012,00;cito;;;19,00;;19,00;;538,80;;2011,00;cito;;;32,00;;29,00;;538,00;;;;;;19,01;0,00;0,00;0,0%;0,0%;0,5%;0,0%;0,0%;2,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;96,15;1,23;0,80;0,43;537,26;1,73;539,00
06VO;0,00;Basisschool De Vier Heemskinderen;Ravenstein;2013,00;cito;;;13,00;;13,00;;539,50;;2012,00;cito;;;13,00;;13,00;;540,30;;2011,00;cito;;;12,00;;12,00;;532,90;;;;;;25,83;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,87;0,79;0,08;537,20;0,33;537,52
06VP;0,00;basisschool Rode Schouw;Halsteren;2013,00;lvs;2010 MIDDEN;2009 MIDDEN;42,00;42,00;42,00;42,00;55,40;110,20;2012,00;lvs;2010 MIDDEN;2009 MIDDEN;36,00;36,00;36,00;36,00;;;2011,00;entree;;;37,00;;36,00;;294,30;;13.8;11.1;;;23,15;0,01;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,0%;0,7%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;99,13;-0,01;0,75;-0,76;537,06;-3,10;533,96
06VQ;0,00;basisschool St. Servatius;Nuth;2013,00;cito;;;6,00;;6,00;;529,30;;2012,00;cito;;;5,00;;5,00;;533,80;;2011,00;cito;;;14,00;;14,00;;538,70;;;;;;12,41;0,08;0,08;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,8%;0,0%;100,00;0,01;0,17;-0,16;534,70;-0,66;534,04
06VS;0,00;Basisschool Jan Peters;Roosteren;2013,00;cito;;;20,00;;20,00;;541,10;;2012,00;cito;;;11,00;;11,00;;536,40;;2011,00;cito;;;12,00;;13,00;;541,90;;;;;;13,04;0,07;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;1,9%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;100,00;1,41;0,34;1,07;535,39;4,36;539,75
06VU;0,00;Basisschool De Ster;Westerhoven;2013,00;cito;;;22,00;;22,00;;536,50;;2012,00;cito;;;23,00;;22,00;;536,60;;2011,00;cito;;;31,00;;29,00;;536,10;;;;;;29,69;0,05;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;96,05;0,53;0,64;-0,11;536,61;-0,45;536,17
06VV;0,00;basisschool St. Jan;Duizel;2013,00;cito;;;25,00;;25,00;;537,10;;2012,00;cito;;;20,00;;20,00;;538,40;;2011,00;cito;;;27,00;;26,00;;532,30;;;;;;24,81;0,08;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,7%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;98,61;0,45;0,48;-0,03;535,95;-0,12;535,83
06VW;0,00;Jenaplanschool De Lindekring;Sint Agatha;2013,00;cito;;;13,00;;10,00;;533,20;;2012,00;cito;;;14,00;;14,00;;536,40;;2011,00;cito;;;11,00;;9,00;;535,30;;;;;;18,29;0,01;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;86,84;0,06;0,62;-0,56;536,53;-2,27;534,26
06VX;0,00;BS. Antonius;Heusden Gem Asten;2013,00;cito;;;38,00;;38,00;;537,60;;2012,00;cito;;;37,00;;37,00;;537,20;;2011,00;cito;;;34,00;;34,00;;539,00;;;;;;20,36;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,0%;0,0%;0,0%;1,1%;0,0%;100,00;0,97;0,70;0,27;536,85;1,09;537,93
06VY;0,00;R.K. basisschool De Tweesprong;Nederweert-Eind;2013,00;cito;;;15,00;;16,00;;532,40;;2012,00;cito;;;15,00;;15,00;;535,30;;2011,00;cito;;;15,00;;15,00;;536,90;;;;;;22,23;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,23;0,75;-0,52;537,05;-2,12;534,92
06WB;0,00;Basisschool De Oversteek;Liempde;2013,00;cito;;;72,00;;70,00;;535,60;;2012,00;cito;;;74,00;;73,00;;535,80;;2011,00;cito;;;68,00;;65,00;;534,20;;;;;;25,52;0,05;0,00;0,0%;0,0%;0,0%;0,2%;0,0%;0,4%;0,0%;1,9%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;97,20;0,25;0,65;-0,40;536,65;-1,63;535,02
06WC;0,00;basisschool De Kring;Rijen;2013,00;cito;;;47,00;;47,00;;540,00;;2012,00;cito;;;46,00;;46,00;;537,10;;2011,00;cito;;;44,00;;40,00;;537,40;;;;;;14,59;0,02;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;97,08;0,97;0,59;0,38;536,39;1,55;537,94
06WD;0,00;Basisschool De Fontein;Lieshout;2013,00;cito;;;20,00;;20,00;;530,80;;2012,00;cito;;;25,00;;25,00;;534,10;;2011,00;cito;;;24,00;;24,00;;534,80;;;;;;24,11;0,06;0,02;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,4%;0,0%;100,00;-0,18;0,51;-0,69;536,08;-2,79;533,29
06WF;0,00;basisschool De Meulebeek;Oostrum Lb;2013,00;cito;;;24,00;;24,00;;525,70;;2012,00;cito;;;30,00;;30,00;;535,60;;2011,00;cito;;;23,00;;23,00;;536,00;;;;;;19,41;0,04;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,34;0,57;-0,91;536,30;-3,70;532,61
06WG;0,00;R.K. basisschool De Stek;Castenray;2013,00;cito;;;11,00;;11,00;;529,30;;2012,00;cito;;;8,00;;8,00;;536,40;;2011,00;cito;;;12,00;;12,00;;533,50;;;;;;24,07;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;2,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,21;0,51;-0,71;536,07;-2,90;533,17
06WH;0,00;basisschool De Kleine Weide;Oijen;2013,00;cito;;;19,00;;19,00;;532,80;;2012,00;cito;;;7,00;;7,00;;538,90;;2011,00;cito;;;10,00;;10,00;;526,10;;;;;;17,71;0,15;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;-0,34;0,13;-0,47;534,54;-1,93;532,61
06WI;0,00;Basisschool St. Jan Baptist;Veldhoven;2013,00;cito;;;15,00;;15,00;;541,30;;2012,00;cito;;;19,00;;19,00;;538,30;;2011,00;cito;;;22,00;;21,00;;535,60;;;;;;35,83;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,21;1,04;0,63;0,41;536,56;1,66;538,22
06WJ;0,00;basisschool Heilig Hart;Wouwse Plantage;2013,00;cito;;;8,00;;8,00;;539,20;;2012,00;cito;;;10,00;;10,00;;537,50;;2011,00;cito;;;9,00;;9,00;;540,00;;;;;;16,34;0,10;0,07;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;1,20;0,18;1,02;534,75;4,13;538,88
06WL;0,00;basisschool d'r Durpel;Kerkrade;2013,00;cito;;;21,00;;21,00;;539,90;;2012,00;cito;;;28,00;;28,00;;539,40;;2011,00;cito;;;39,00;;39,00;;534,80;;;;;;-3,30;0,08;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;100,00;0,98;0,22;0,76;534,88;3,10;537,99
06WM;0,00;Basisschool St. Jozef;Rietmolen;2013,00;cito;;;25,00;;25,00;;528,90;;2012,00;cito;;;14,00;;14,00;;536,10;;2011,00;cito;;;17,00;;16,00;;534,40;;;;;;22,34;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,21;-0,21;0,51;-0,73;536,09;-2,95;533,14
06WN;0,00;basisschool Eben-Haezer;Woudrichem;2013,00;cito_drempel;;;41,00;;41,00;;535,90;;2012,00;cito_drempel;;;30,00;;30,00;;534,40;;2011,00;cito_drempel;;;39,00;;39,00;;534,70;;;;;;21,65;0,05;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;1,5%;0,0%;100,00;0,46;0,53;-0,07;536,16;-0,28;535,89
06WO;0,00;Educatief Centrum De Talententoren;Sterksel;2013,00;cito;;;13,00;;13,00;;533,50;;2012,00;cito;;;15,00;;15,00;;535,40;;2011,00;cito;;;14,00;;14,00;;534,20;;;;;;26,58;0,02;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,09;0,70;-0,61;536,86;-2,48;534,38
06WP;0,00;Jenaplanschool Elckerlyc;Elsloo Lb;2013,00;cito;;;14,00;;14,00;;534,90;;2012,00;cito;;;15,00;;14,00;;537,10;;2011,00;drempel;;;18,00;;18,00;;531,70;;;;;;19,14;0,01;0,05;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,87;0,05;0,57;-0,52;536,32;-2,10;534,22
06WS;0,00;basisschool Meester Gijbels;Knegsel;2013,00;cito;;;12,00;;12,00;;540,20;;2012,00;cito;;;16,00;;16,00;;540,40;;2011,00;cito;;;13,00;;12,00;;534,00;;;;;;26,62;0,00;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;97,56;0,99;0,79;0,19;537,23;0,78;538,02
06WT;0,00;basisschool Den Bijstere;Tilburg;2013,00;cito;;;37,00;;37,00;;533,40;;2012,00;cito;;;34,00;;34,00;;535,00;;2011,00;cito;;;33,00;;33,00;;535,40;;;;;;1,51;0,07;0,01;0,0%;0,0%;0,0%;0,0%;0,0%;1,1%;0,0%;2,2%;0,0%;0,0%;0,0%;0,7%;1,8%;0,0%;0,0%;100,00;0,15;0,23;-0,08;534,94;-0,32;534,62
06WU;0,00;basisschool De Ark;Schipluiden;2013,00;cito;;;24,00;;23,00;;540,50;;2012,00;cito;;;17,00;;17,00;;537,60;;2011,00;cito;;;23,00;;23,00;;537,50;;;;;;28,06;0,03;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,0%;5,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;98,44;1,08;0,58;0,50;536,35;2,03;538,38
06WV;0,00;basisschool Mariadonk;Zegge;2013,00;cito;;;24,00;;24,00;;533,90;;2012,00;cito;;;27,00;;27,00;;535,10;;2011,00;cito;;;25,00;;25,00;;534,40;;;;;;13,12;0,16;0,04;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;1,8%;0,0%;100,00;0,11;-0,05;0,17;533,80;0,68;534,47
06WW;0,00;Basisschool Nutsschool Maastricht;Maastricht;2013,00;cito;;;18,00;;18,00;;536,60;;2012,00;cito;;;33,00;;33,00;;536,80;;2011,00;cito;;;34,00;;33,00;;536,70;;;;;;9,40;0,07;0,06;0,0%;0,0%;0,0%;0,0%;0,0%;3,3%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;1,2%;0,0%;0,0%;98,82;0,65;0,25;0,39;535,03;1,60;536,63
06WX;0,00;Christelijke basisschool De Wegwijzer;Berkenwoude;2013,00;SEO;;;18,00;;18,00;;-1,07;;2012,00;seo;;;25,00;;25,00;;0,43;;2011,00;seo;;;15,00;;15,00;;0,73;;;;;;26,33;0,12;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,08;0,32;-0,24;535,32;-0,99;534,33
06WZ;0,00;Basisschool De Linde;Macharen;2013,00;cito;;;8,00;;8,00;;534,60;;2012,00;cito;;;5,00;;5,00;;530,30;;2011,00;cito;;;9,00;;9,00;;540,20;;;;;;21,15;0,12;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,25;0,30;-0,05;535,23;-0,22;535,01
06XA;0,00;basisschool De Zeester;Philippine;2013,00;cito;;;12,00;;12,00;;537,80;;2012,00;cito;;;8,00;;8,00;;533,40;;2011,00;cito;;;8,00;;8,00;;537,40;;;;;;20,70;0,11;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;100,00;0,52;0,27;0,25;535,12;1,02;536,14
06XB;0,00;Basisschool De Akkerwinde;Vianen Nb;2013,00;cito;;;19,00;;18,00;;532,40;;2012,00;cito;;;27,00;;27,00;;533,90;;2011,00;cito;;;12,00;;12,00;;538,10;;;;;;24,96;0,06;0,00;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;1,3%;0,0%;0,0%;98,28;0,18;0,54;-0,36;536,22;-1,47;534,75
