BEVOEGD GEZAG NUMMER;BRIN NUMMER;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES
40294;27MB;Islamitische Basisschool El Amien II;Wiltzanghlaan;93;1061 HB;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Islamitisch;0204889409;www.elamien.nl;Postbus;67014;1060 JA;AMSTERDAM
40363;15VF;TVH Montessorischool De Flierefluiter;Akkerwinde;57;1689 NV;ZWAAG;Noord-Holland;0405;HOORN;Algemeen bijzonder;0229232342;www.montessori-deflierefluiter.nl;Postbus;429;1620 AK;HOORN NH
40389;24ZH;Islam Bs As Soeffah;EGoli;10;1103 AC;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Islamitisch;0206002743;www.assoeffah.nl;Hoogoord;257;1102 CN;AMSTERDAM
40400;24MW;Islamitische Basisschool El Kadisia;Piet Mondriaanplein;2;1061 SC;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Islamitisch;0206138648;www.stichtingelamal.nl;Piet Mondriaanplein;2;1061 SC;AMSTERDAM
40400;27PR;Al Wafa;Harry Koningsbergerstr;30;1063 AD;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Islamitisch;0204861638;                                                                                ;Harry Koningsbergerstr;30;1063 AD;AMSTERDAM
40558;16BD;Montessori Bassisschool;Admiraliteitsweg;40;1601 ED;ENKHUIZEN;Noord-Holland;0388;ENKHUIZEN;Algemeen bijzonder;0288319032;www.montessori-enkhuizen.nl;Postbus;277;1600 AG;ENKHUIZEN
40581;10HX;Basisschool De Vuurvogel;Arthur van Schendellaan;53;1422 LB;UITHOORN;Noord-Holland;0451;UITHOORN;Protestants-Christelijk;0297521755;www.devuurvogel-uithoorn.nl;Arthur van Schendellaan;53;1422 LB;UITHOORN
40581;12KU;Kwikstaart;Randhoornweg;33;1422 WX;UITHOORN;Noord-Holland;0451;UITHOORN;Rooms-Katholiek;0297522740;www.dekwikstaart.nl;Randhoornweg;33;1422 WX;UITHOORN
40581;12TF;het Duet;Prinses Christinalaan;120;1421 BN;UITHOORN;Noord-Holland;0451;UITHOORN;Rooms-Katholiek;0297500666;www.hetduet.nl;Prinses Christinalaan;120;1421 BN;UITHOORN
40586;03PS;Basisschool Montessori Landsmeer;Burgemeester Postweg;88;1121 JC;LANDSMEER;Noord-Holland;0415;LANDSMEER;Algemeen bijzonder;0204823353;montessori-landsmeer.espritscholen.nl;Burgemeester Postweg;88;1121 JC;LANDSMEER
40586;08CA;Watergraafsmeerse Schoolvereniging;Copernicusstraat;38-40;1098 JH;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Algemeen bijzonder;0206947481;                                                                                ;Postbus;95028;1090 HA;AMSTERDAM
40586;24NT;Stichting Montessori Basisschool de Eilanden;Grote Bickersstraat;102;1013 KS;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Algemeen bijzonder;0206209608;                                                                                ;Grote Bickersstraat;102;1013 KS;AMSTERDAM
40586;24TC;Europaschool;Hygieaplein;8;1076 RT;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Algemeen bijzonder;0205854811;www.europaschool.nl;Prinses Irenestraat;59;1077 WV;AMSTERDAM
40712;03UC;Interconfessionele Basisschool De Branding;Pastoor van Kleefstraat;19;1931 BL;EGMOND AAN ZEE;Noord-Holland;0373;BERGEN NH;Rooms-Katholiek;0726069995;www.branding-tabijn.nl;Pastoor van Kleefstraat;19;1931 BL;EGMOND AAN ZEE
40712;03XY;Basisschool Visser t Hooft;Kemphaan;17;1902 KA;CASTRICUM;Noord-Holland;0383;CASTRICUM;Algemeen bijzonder;0251655906;www.tabijn.nl/scholen/visser.htm;Postbus;395;1900 AJ;CASTRICUM
40712;05AO;De Windhoek;Herenweg;72-A;1935 AG;EGMOND-BINNEN;Noord-Holland;0373;BERGEN NH;Rooms-Katholiek;0725070888;                                                                                ;Herenweg;72-A;1935 AG;EGMOND-BINNEN
40712;05HH;Het Rinket;Bachstraat;20;1962 BD;HEEMSKERK;Noord-Holland;0396;HEEMSKERK;Rooms-Katholiek;0251231093;www.rinket-tabijn.nl;Postbus;78;1960 AB;HEEMSKERK
40712;05JM;Bosschool;Rondelaan;30;1861 ED;BERGEN NH;Noord-Holland;0373;BERGEN NH;Algemeen bijzonder;0725813195;www.xs4all/~bsg;Rondelaan;30;1861 ED;BERGEN NH
40712;05MI;Christelijke Basisschool Willem Alexander;Kapelweidtje;2;1861 JH;BERGEN NH;Noord-Holland;0373;BERGEN NH;Protestants-Christelijk;0725813142;www.willemalexander-tabij.nl;Kapelweidtje;2;1861 JH;BERGEN NH
40712;05SC;Protestants Christelijke Basisschool Het Baken;Bovenweg;68;1834 CG;SINT PANCRAS;Noord-Holland;0416;LANGEDIJK;Protestants-Christelijk;0725642417;www.baken.tabijn.nl;Bovenweg;68;1834 CG;SINT PANCRAS
40712;07NJ;De Vlinderschool;Frankrijklaan;2;1966 VD;HEEMSKERK;Noord-Holland;0396;HEEMSKERK;Rooms-Katholiek;0251237766;www.vlinder-tabijn.nl;Frankrijklaan;2;1966 VD;HEEMSKERK
40712;07QS;Rooms Katholieke Basisschool Paulus;Eerste Groenelaan;88;1901 TE;CASTRICUM;Noord-Holland;0383;CASTRICUM;Rooms-Katholiek;0251650565;www.paulus-tabijn.nl;Eerste Groenelaan;88;1901 TE;CASTRICUM
40712;07US;Rooms Katholieke Basisschool De Otterkolken;Prof ten Doesschatestr;119-A;1963 AS;HEEMSKERK;Noord-Holland;0396;HEEMSKERK;Samenwerking PC, RK;0251232688;www.otterkolken-tabijn.nl;Prof ten Doesschatestr;119-A;1963 AS;HEEMSKERK
40712;07VV;De Molenhoek-School;Meidoornstraat;21;1911 BS;UITGEEST;Noord-Holland;0450;UITGEEST;Rooms-Katholiek;0251310173;                                                                                ;Meidoornstraat;21;1911 BS;UITGEEST
40712;08PV;J.D. van Arkelschool;Museumweg;1;1721 BW;BROEK OP LANGEDIJK;Noord-Holland;0416;LANGEDIJK;Protestants-Christelijk;0226342322;www.tabijn.nl;Museumweg;1;1721 BW;BROEK OP LANGEDIJK
40712;08WB;Protestants Christelijke Basisschool De Duif;Marienstein;180;1852 SN;HEILOO;Noord-Holland;0399;HEILOO;Protestants-Christelijk;0725320874;www.duif-tabijn.nl;Postbus;176;1850 AD;HEILOO
40712;08ZV;St Leonardus-School;Kerkweg;225;1964 KJ;HEEMSKERK;Noord-Holland;0396;HEEMSKERK;Rooms-Katholiek;0251232410;                                                                                ;Kerkweg;225;1964 KJ;HEEMSKERK
40712;09AR;De Vrijburg-School;Niesvenstraat;2;1911 VA;UITGEEST;Noord-Holland;0450;UITGEEST;Rooms-Katholiek;0251313138;vrijburg.tabijn.nl;Niesvenstraat;2;1911 VA;UITGEEST
40712;09VP;Cunera;Vondelstraat;25;1901 HT;CASTRICUM;Noord-Holland;0383;CASTRICUM;Rooms-Katholiek;0251650860;                                                                                ;Postbus;161;1900 AD;CASTRICUM
40712;09XO;RK Binnenmeerschool;Langebuurt;31;1911 AS;UITGEEST;Noord-Holland;0450;UITGEEST;Rooms-Katholiek;0251312715;www.binnenmeer-tabijn.nl;Langebuurt;31;1911 AS;UITGEEST
40712;10OP;Basisschool Helmgras;Het Korte Land;3;1902 BA;CASTRICUM;Noord-Holland;0383;CASTRICUM;Rooms-Katholiek;0251650864;http://helmgras.tabijn.nl;Postbus;311;1900 AH;CASTRICUM
40712;11EI;Anne Frankschool;Jan van Kuikweg;97;1964 BC;HEEMSKERK;Noord-Holland;0396;HEEMSKERK;Rooms-Katholiek;0251231650;www.annefrank-tabijn.nl;Jan van Kuikweg;97;1964 BC;HEEMSKERK
40712;14FJ;DURV !;Elgerweg;39;1825 KA;ALKMAAR;Noord-Holland;0361;ALKMAAR;Protestants-Christelijk;0725628060;durv.tabijn.nl;Postbus;8168;1802 KD;ALKMAAR
40712;27YC;De Bareel;Waddenlaan;1;1967 EH;HEEMSKERK;Noord-Holland;0396;HEEMSKERK;Samenwerking PC, RK;0251230468;www.bareel-tabijn.nl;Postbus;68;1960 AB;HEEMSKERK
40712;28AN;Kornak;Benningskamplaan;60;1911 LP;UITGEEST;Noord-Holland;0450;UITGEEST;Rooms-Katholiek;0251707227;www.kornak-tabijn.nl;Benningskamplaan;60;1911 LP;UITGEEST
40714;04QH;Vondelschool;Oud-Bussummerweg;22;1401 SP;BUSSUM;Noord-Holland;1942;GOOISE MEREN;Algemeen bijzonder;0356912698;www.vondelschoolweb.nl;Oud-Bussummerweg;22;1401 SP;BUSSUM
40720;09YT;Interconfessionele Basisschool de Tweemaster;van Limburg Stirumlaan;105;1411 BN;NAARDEN;Noord-Holland;1942;GOOISE MEREN;Samenwerking PC, RK;0356943184;www.tweemaster.nl;van Limburg Stirumlaan;105;1411 BN;NAARDEN
40775;03NI;De Tweemaster;Baarsjesweg;1;2141 VJ;VIJFHUIZEN;Noord-Holland;0394;HAARLEMMERMEER;Algemeen bijzonder;0235581245;www.icbsdetweemaster.nl;Postbus;24;2140 AA;VIJFHUIZEN
40775;03NJ;Aloysiusschool voor Basisonderwijs;Zandvoorterpad;8;2051 BC;OVERVEEN;Noord-Holland;0377;BLOEMENDAAL;Rooms-Katholiek;0235277379;www.aloysiusoverveen.nl;Zandvoorterpad;8;2051 BC;OVERVEEN
40775;03TO;Basisschool De Paradijsvogel;Henk Lensenlaan;1;2114 ER;VOGELENZANG;Noord-Holland;0377;BLOEMENDAAL;Rooms-Katholiek;0235846648;ww.bsdeparadijsvogel.nl;Henk Lensenlaan;1;2114 ER;VOGELENZANG
40775;03VS;Rooms Katholieke Basisschool Sint Theresia;Dennenweg;14;2061 HX;BLOEMENDAAL;Noord-Holland;0377;BLOEMENDAAL;Rooms-Katholiek;0235257924;www.st-theresiabloemendaal.nl;Dennenweg;14;2061 HX;BLOEMENDAAL
40775;05BD;Rooms Katholieke Basisschool Sint Jozef;Dr Schaepmanstraat;3;1165 GP;HALFWEG NH;Noord-Holland;0393;HAARLEMMERLIEDE CA;Rooms-Katholiek;0204973157;www.st-jozefschool.nl;Dr Schaepmanstraat;3;1165 GP;HALFWEG NH
40775;05CB;Christelijke Basisschool Immanuel;Schouwstraat;15;1435 KL;RIJSENHOUT;Noord-Holland;0394;HAARLEMMERMEER;Protestants-Christelijk;0297326803;www.cbsimmanuel.schoolsunited.eu;Schouwstraat;15;1435 KL;RIJSENHOUT
40775;05LN;Het Mozaïek;Nieuwstraat;43;2152 BE;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Protestants-Christelijk;0252672694;www.basisschoolhetmozaiek.nl;Nieuwstraat;43;2152 BE;NIEUW-VENNEP
40775;06IL;Franciscusschool voor Rooms Katholiek Basisonderwijs;Kerklaan;12;2121 VE;BENNEBROEK;Noord-Holland;0377;BLOEMENDAAL;Rooms-Katholiek;0235846654;www.franciscusschoolbennebroek.nl;Kerklaan;12;2121 VE;BENNEBROEK
40775;07LJ;Basisschool Gaandeweg;Plantsoenlaan;4;1161 VW;ZWANENBURG;Noord-Holland;0394;HAARLEMMERMEER;Protestants-Christelijk;0204973429;www.gaandewegschool.nl;Plantsoenlaan;4;1161 VW;ZWANENBURG
40775;07QW;Basisschool De Wegwijzer;Meervalstraat;25;1431 WE;AALSMEER;Noord-Holland;0358;AALSMEER;Protestants-Christelijk;0297326417;www.pcbs-wegwijzer.nl;Meervalstraat;25;1431 WE;AALSMEER
40775;07RF;Rooms Katholieke Basisschool St Franciscus;Liedeweg;79;2065 AL;HAARLEMMERLIEDE;Noord-Holland;0393;HAARLEMMERLIEDE CA;Rooms-Katholiek;0235320135;www.st-fransiscusschool.nl;Liedeweg;79;2065 AL;HAARLEMMERLIEDE
40775;07RG;Rooms Katholieke Basisschool De Meerbrug;Kinheim;8;1161 AP;ZWANENBURG;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0204973970;www.meerbrug.nl;Kinheim;8;1161 AP;ZWANENBURG
40775;07RH;Rooms Katholieke Basisschool De Reiger;Azollastraat;47;2165 XP;LISSERBROEK;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0252412128;www.rkbsdereiger.nl.;Azollastraat;47;2165 XP;LISSERBROEK
40775;08VO;Basisschool Halverwege;Schoolstraat;5;1165 HB;HALFWEG NH;Noord-Holland;0393;HAARLEMMERLIEDE CA;Protestants-Christelijk;0204975391;www.halverwege.nl;Schoolstraat;5;1165 HB;HALFWEG NH
40775;08YK;Rooms Katholieke Basisschool Sint Antonius;Ridderspoorstraat;24;2153 BV;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0252672705;www.antoniusschoolnieuwvennep.nl;Ridderspoorstraat;24;2153 BV;NIEUW-VENNEP
40775;09BH;Basisschool De Polderrakkers;Kalslagerring;7;2151 TA;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Protestants-Christelijk;0252674036;www.depolderakkers.nl;Kalslagerring;7;2151 TA;NIEUW-VENNEP
40775;09VT;Basisschool De Hoeksteen;Ophelialaan;230;1431 HS;AALSMEER;Noord-Holland;0358;AALSMEER;Protestants-Christelijk;0297325372;www.pcbs-hoeksteen.nl;Ophelialaan;230;1431 HS;AALSMEER
40775;09VX;IKC Avonturijn;Dorpstraat;45;2152 BA;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0252672125;www.ikc-avonturijn.nl;Dorpstraat;45;2152 BA;NIEUW-VENNEP
40775;09XW;Rooms Katholieke Basisschool De Ark;Van der Waalslaan;37;2105 TC;HEEMSTEDE;Noord-Holland;0397;HEEMSTEDE;Rooms-Katholiek;0235472184;www.ark.heemstede.kennisnet.nl;Van der Waalslaan;37;2105 TC;HEEMSTEDE
40775;10OR;Basisschool De Brug;Catharina-Amalialaan;66-D;1432 JT;AALSMEER;Noord-Holland;0358;AALSMEER;Protestants-Christelijk;0297341887;www.pcbs-brug.nl;Catharina-Amalialaan;66-D;1432 JT;AALSMEER
40775;10QF;Rooms Katholieke Basisschool Valkenburg;Molenwerfslaan;9;2103 TC;HEEMSTEDE;Noord-Holland;0397;HEEMSTEDE;Rooms-Katholiek;0235472575;www.valkenburgschool.nl;Postbus;320;2100 AH;HEEMSTEDE
40775;11DV;Basisschool de Graankorrel;Schweitzerstraat;136;1433 AN;KUDELSTAART;Noord-Holland;0358;AALSMEER;Protestants-Christelijk;0297329100;www.cbsdegraankorrel.nl;Schweitzerstraat;136;1433 AN;KUDELSTAART
40775;11QZ;Rooms Katholieke Basisschool Jacoba;Lanckhorstlaan;9;2101 BA;HEEMSTEDE;Noord-Holland;0397;HEEMSTEDE;Rooms-Katholiek;0235475371;                                                                                ;Lanckhorstlaan;9;2101 BA;HEEMSTEDE
40775;17KI;Maria Basisschool;Louis Davidscarre;1;2042 LZ;ZANDVOORT;Noord-Holland;0473;ZANDVOORT;Rooms-Katholiek;0235714538;www.mariaschoolzandvoort.nl;Louis Davidscarre;1;2042 LZ;ZANDVOORT
40775;17LI;Nicolaasschool voor Basisonderwijs;Dr Jac P Thijsseweg;24;2041 BM;ZANDVOORT;Noord-Holland;0473;ZANDVOORT;Rooms-Katholiek;0235740090;                                                                                ;Dr Jac P Thijsseweg;24;2041 BM;ZANDVOORT
40775;26PU;Protestants Christelijke Basisschool De Ark;Laan van Gildestein;74;2151 HV;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Protestants-Christelijk;0252687050;www.basisschooldeark.nl;Laan van Gildestein;74;2151 HV;NIEUW-VENNEP
40775;26PV;Rooms Katholieke Basisschool Bommelstein;Laan van Gildestein;76;2151 HV;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0252681240;www.bommelstein.nl;Laan van Gildestein;76;2151 HV;NIEUW-VENNEP
40775;27PE;RKBS 't Venne;Sarabande;7;2152 TB;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0252675997;www.rkbsvenne.nl;Sarabande;7;2152 TB;NIEUW-VENNEP
40775;27PF;PC BS Opmaat;Sarabande;5;2152 TB;NIEUW-VENNEP;Noord-Holland;0394;HAARLEMMERMEER;Protestants-Christelijk;0252620825;www.basisschoolopmaat.nl;Sarabande;5;2152 TB;NIEUW-VENNEP
40975;04DT;Gereformeerde Basisschool De Wegwijzer;Sumatralaan;40;1217 GS;HILVERSUM;Noord-Holland;0402;HILVERSUM;Gereformeerd vrijgemaakt;0356248295;www.haal.nl;Sumatralaan;40;1217 GS;HILVERSUM
41012;06TL;Basisschool De Hoeksteen;Calkoenstraat;15;1121 XA;LANDSMEER;Noord-Holland;0415;LANDSMEER;Protestants-Christelijk;0204820660;www.pcbdehoeksteen.nl;Calkoenstraat;15;1121 XA;LANDSMEER
41012;06ZX;Rk Bs St Sebastianus;Gruttostraat;5;1452 XH;ILPENDAM;Noord-Holland;0852;WATERLAND;Rooms-Katholiek;0204361272;www.stsebastianus.nl;Gruttostraat;5;1452 XH;ILPENDAM
41012;07AH;Oecumenische Basisschool De Trimaran;Stellingmolen;19-21;1135 KA;EDAM;Noord-Holland;0385;EDAM-VOLENDAM;Algemeen bijzonder;0299351351;www.trimaran.nl;Postbus;32;1135 ZG;EDAM
41012;07LO;De Rietlanden;Buurterstraat;3;1156 AP;MARKEN;Noord-Holland;0852;WATERLAND;Protestants-Christelijk;0299601317;www.derietlandenmarken.nl;Buurterstraat;3;1156 AP;MARKEN
41012;07SC;De Blauwe Ster;Avegaar;87;1141 JL;MONNICKENDAM;Noord-Holland;0852;WATERLAND;Rooms-Katholiek;0299653588;www.kennedyschool-monnickendam.nl;Avegaar;87;1141 JL;MONNICKENDAM
41012;09QC;Oecumenische Basisschool De Binnendijk;Oude Zijds Burgwal;8;1141 AA;MONNICKENDAM;Noord-Holland;0852;WATERLAND;Protestants-Christelijk;0299650392;www.debinnendijk.nl;Oude Zijds Burgwal;8;1141 AA;MONNICKENDAM
41012;09XL;Oecumenische basisschool Trifolium;Pinksterbloem;67-69;1441 RJ;PURMEREND;Noord-Holland;0439;PURMEREND;Rooms-Katholiek;0299435921;                                                                                ;Pinksterbloem;67-69;1441 RJ;PURMEREND
41012;11QV;Basisschool 't Prisma;Gasinjetstraat;1;1442 WN;PURMEREND;Noord-Holland;0439;PURMEREND;Rooms-Katholiek;0299421982;www.prismapurmerend.nl;Gasinjetstraat;1;1442 WN;PURMEREND
41012;12BP;Basisschool De Toermalijn;Hoefsmidhof;1-4;1445 KD;PURMEREND;Noord-Holland;0439;PURMEREND;Rooms-Katholiek;0299641699;www.basisschooldetoermalijn.nl;Hoefsmidhof;1-4;1445 KD;PURMEREND
41012;12KT;Basisschool Klim Op;Karekietpark;28;1444 HV;PURMEREND;Noord-Holland;0439;PURMEREND;Samenwerking PC, RK;0299421969;                                                                                ;Karekietpark;28;1444 HV;PURMEREND
41012;22FC;Oecumenisch Basisschool Het Baken;Grevelingenmeer;62;1447 AS;PURMEREND;Noord-Holland;0439;PURMEREND;Algemeen bijzonder;0299646648;www.bakenpurmerend.nl;Grevelingenmeer;62;1447 AS;PURMEREND
41012;23TB;Oecumenische Basisschool de Vlieger;Persijnlaan;47;1447 EN;PURMEREND;Noord-Holland;0439;PURMEREND;Algemeen bijzonder;0299641270;www.basisschooldevlieger.nl;Persijnlaan;47;1447 EN;PURMEREND
41012;26AR;Basisschool De Marimba;Limbostraat;5;1448 TP;PURMEREND;Noord-Holland;0439;PURMEREND;Samenwerking PC, RK;0299472274;www.demarimba.nl;Limbostraat;5;1448 TP;PURMEREND
41023;03TT;A Bekemaschool voor Rooms Katholiek Basisonderwijs;Meteoor;55;1115 VW;DUIVENDRECHT;Noord-Holland;0437;OUDER-AMSTEL;Rooms-Katholiek;0206993100;www.abekemaschool.nl;Meteoor;55;1115 VW;DUIVENDRECHT
41023;05BE;Rooms Katholieke Dr Plesmanschool voor Basisonderwijs;Papegaaistraat;4;1171 TK;BADHOEVEDORP;Noord-Holland;0394;HAARLEMMERMEER;Rooms-Katholiek;0204490761;www.plesmanschool.nl;Papegaaistraat;4;1171 TK;BADHOEVEDORP
41023;05FR;Basisschool Het Wespennest;Breedveld;6;1025 PZ;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206370555;www.hetwespennest.nl;Breedveld;6;1025 PZ;AMSTERDAM
41023;05IB;Sint Jozefschool;Kloosterstraat;14;1398 AM;MUIDEN;Noord-Holland;1942;GOOISE MEREN;Rooms-Katholiek;0294270111;www.jozefschoolweesp.nl;Kloosterstraat;14;1398 AM;MUIDEN
41023;07JH;Admiraal De Ruyterschool;Bestevaerstraat;42-44;1056 HP;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Protestants-Christelijk;0206182180;www.admiraalderuyterschool.nl;Bestevaerstraat;42-44;1056 HP;AMSTERDAM
41023;07TK;Basisschool De Bienkorf;Mariendaal;11;1025 BT;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206367067;www.bienkorf.nl;Mariendaal;11;1025 BT;AMSTERDAM
41023;08ZE;Basisschool Monseigneur Bekkers;Volendammerweg;160;1024 JR;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206365923;www.bekkersschool.nl;Volendammerweg;160;1024 JR;AMSTERDAM
41023;09WO;BasisschoolAugustinus;De Gouwe;21;1121 GC;LANDSMEER;Noord-Holland;0415;LANDSMEER;Rooms-Katholiek;0204821581;www.basisschoolaugentinus.nl;De Gouwe;21;1121 GC;LANDSMEER
41023;10OW;Antonius;Lastageweg;50;1011 DB;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206238963;www.sint-antoniusschool.nl;Lastageweg;50;1011 DB;AMSTERDAM
41023;13WU;Montessori Basisschool de Regenboog;Woudrichemstraat;3-5;1107 NE;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206972176;www.regenboogamsterdam.net;Woudrichemstraat;3-5;1107 NE;AMSTERDAM
41023;15RG;St Jozef-School;Kalfjeslaan;370;1081 JA;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206432020;www.sintjozefschoolamsterdam.nl;Kalfjeslaan;370;1081 JA;AMSTERDAM
41023;15YE;De Botteloef;Overslag;1;1034 RR;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206317184;www.botteloef.nl;Overslag;1;1034 RR;AMSTERDAM
41023;16AD;De Boomgaard;Gibraltarstraat;61;1055 NK;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206822270;www.boomgaardschool.nl;Gibraltarstraat;61;1055 NK;AMSTERDAM
41023;16DF;De Bron;Van Beuningenstraat;141;1051 XM;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206864913;www.bronschool.nl;Van Beuningenstraat;141;1051 XM;AMSTERDAM
41023;16EP;St Janschool;Kortenaerstraat;30;1057 JN;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206187481;www.stjanschool.nl;Kortenaerstraat;30;1057 JN;AMSTERDAM
41023;16FV;De Pool;Poolstraat;2;1018 LR;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206224584;www.alanturingschool.nl;Poolstraat;2;1018 LR;AMSTERDAM
41023;16HF;St Lukasschool;Osdorper Ban;134;1069 ZR;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206190966;www.stlukasschool.nl;Osdorper Ban;134;1069 ZR;AMSTERDAM
41023;16IP;Basisschool De Satelliet;Kometensingel;52-54;1033 BW;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0204930431;www.satellietschool.nl;Kometensingel;52-54;1033 BW;AMSTERDAM
41023;16JU;Rooms Katholieke Basisschool De Waaier;Obiplein;115;1094 RB;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206923980;www.waaier.nl;Obiplein;115;1094 RB;AMSTERDAM
41023;16KV;Elisabeth Paulus-School;Zaandijkstraat;3;1013 VM;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206829249;www.elpaulus.nl;Zaandijkstraat;3;1013 VM;AMSTERDAM
41023;16LX;St Catharina-School;Vechtstraat;88;1079 JN;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206445066;www.catharinaschool.nl;Vechtstraat;88;1079 JN;AMSTERDAM
41023;16MW;St Rosa-School;Varenweg;2;1031 CB;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206368726;www.rosaschool.nl;Varenweg;2;1031 CB;AMSTERDAM
41023;16NP;De Saffier;Westerstraat;297;1015 MH;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206224121;www.saffierschool.nl;Westerstraat;297;1015 MH;AMSTERDAM
41023;17AC;Lidwina-School;Linnaeushof;45;1098 KM;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206650769;www.lidwinaschool.nl;Linnaeushof;45;1098 KM;AMSTERDAM
41023;17BB;Basisschool Huibers;Jacob Geelstraat;48;1065 VT;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206152697;www.huibersschool.nl;Jacob Geelstraat;48;1065 VT;AMSTERDAM
41023;23PJ;RK Basisschool De Achthoek;Baron G.A. Tindalplein;12;1019 TJ;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0204185562;www.achthoek.nl;Baron G.A. Tindalplein;12;1019 TJ;AMSTERDAM
41023;24AM;Rooms Katholieke Basisschool de Mijlpaal;Westmallepad;11-A;1066 PP;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0206692488;www.mijlpaal.eu;Anderlechtlaan;1;1066 HK;AMSTERDAM
41023;27NV;Willibrordschool;Diemerparklaan;11;1087 EM;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0203981540;www.willibrordijburg.nl;Diemerparklaan;11;1087 EM;AMSTERDAM
41023;28AU;Het Bovenland;Akersluis;1-A;1066 ER;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0204084686;www.hetbovenland.nl;Akersluis;1-A;1066 ER;AMSTERDAM
41023;29XF;Katholieke Basisschool De Archipel;Franz Zieglerstraat;11;1087 HN;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Rooms-Katholiek;0203140280;www.kbsdearchipel.nl;Franz Zieglerstraat;201;1087 HN;AMSTERDAM
41023;30GF;Oecumenische basisschool De IJsbreker;Chrysantenstraat;26;1031 HT;AMSTERDAM;Noord-Holland;0363;AMSTERDAM;Samenwerking PC, RK;0206369643;www.basisschooldeijsbreker.nl;Chrysantenstraat;26;1031 HT;AMSTERDAM
41191;04GB;Basisschool Rembrandt;Mozartlaan;65;1921 XC;AKERSLOOT;Noord-Holland;0383;CASTRICUM;Openbaar;0251313623;www.obsrembrandt.nl;Mozartlaan;65;1921 XC;AKERSLOOT
41191;08IW;De Overhael;Driehuizen;36;1844 KL;DRIEHUIZEN;Noord-Holland;0361;ALKMAAR;Openbaar;0299673371;www.overhael.nl;Driehuizen;36;1844 KL;DRIEHUIZEN
